Estacao	Data	Hora	TempBulboSeco	TempBulboUmido	UmidadeRelativa	PressaoAtmEstacao	DirecaoVento	VelocidadeVento	Nebulosidade
83513	31/08/2005	1200	18.2	15.3	72	sv	23	10	10
83513	31/08/2005	1800	21.4	16.5	58	sv	23	6	10
83513	01/09/2005	0	16.1	14.3	81	sv	23	6	0
83513	01/09/2005	1200	13.9	11.6	74	sv	23	6	10
83513	01/09/2005	1800	12.5	10.6	77	sv	23	6	10
83513	02/09/2005	0	11.5	11.4	99	sv	0	0	0
83513	02/09/2005	1200	12.1	11.4	92	sv	18	2	8
83513	02/09/2005	1800	20.4	15.1	54	sv	18	4	0
83513	03/09/2005	0	15.1	13.8	86	sv	0	0	0
83513	03/09/2005	1200	15.3	13.6	82	sv	18	2	0
83513	03/09/2005	1800	29.8	20.3	41	sv	36	4	0
83513	04/09/2005	0	21.8	19.5	80	sv	0	0	0
83513	04/09/2005	1200	23	19.7	73	sv	32	4	0
83513	04/09/2005	1800	33.8	24.1	42	sv	36	7.2	0
83513	05/09/2005	0	25	21.3	70	sv	18	1	0
83513	05/09/2005	1200	22.8	18.3	62	sv	18	6	0
83513	05/09/2005	1800	33.2	23.3	40	sv	23	6	0
83513	06/09/2005	0	24.8	21.5	73	sv	0	0	0
83513	06/09/2005	1200	21.6	16.9	60	sv	23	6	0
83513	06/09/2005	1800	31.6	22.7	44	sv	23	6	0
83513	07/09/2005	0	23.8	21.3	79	sv	0	0	0
83513	07/09/2005	1200	22.6	17.3	56	sv	18	2	3
83513	07/09/2005	1800	33.2	23.3	40	sv	18	1	0
83513	08/09/2005	0	25.8	21.7	68	sv	0	0	0
83513	08/09/2005	1200	23.6	20.7	76	sv	0	0	0
83513	08/09/2005	1800	36.9	24.4	37	sv	36	10	0
83513	09/09/2005	0	26.2	22.5	72	sv	0	0	0
83513	09/09/2005	1200	29.8	22.3	50	sv	36	8	8
83513	09/09/2005	1800	35.6	25.3	41	sv	36	8	6
83513	10/09/2005	0	27.2	24.1	77	sv	0	0	8
83513	10/09/2005	1200	27	22.9	68	sv	36	4	7
83513	10/09/2005	1800	36.5	24.9	36	sv	36	6	3
83513	11/09/2005	0	29.4	24.5	66	sv	0	0	0
83513	11/09/2005	1200	22	17.4	61	sv	23	4	8
83513	11/09/2005	1800	26.8	24.3	80	sv	18	10	10
83513	12/09/2005	0	15.9	14.5	86	sv	18	6	10
83513	12/09/2005	1200	13.9	13.4	93	sv	18	6	10
83513	12/09/2005	1800	16.3	13.8	73	sv	18	8	10
83513	13/09/2005	0	13.9	11.8	75	sv	18	8	10
83513	13/09/2005	1200	13.7	10.2	62	sv	18	6	10
83513	13/09/2005	1800	18.1	12.8	50	sv	18	8	10
83513	14/09/2005	0	14.7	11.2	63	sv	18	6	10
83513	14/09/2005	1200	13.3	11.2	76	sv	18	4	10
83513	14/09/2005	1800	24.2	18.5	55	sv	27	1	7
83513	15/09/2005	0	18.1	14.5	65	sv	23	4	0
83513	15/09/2005	1200	14.3	12.4	79	sv	23	4	0
83513	15/09/2005	1800	24.4	18.3	53	sv	18	6	0
83513	16/09/2005	0	19.4	15.4	63	sv	23	6	0
83513	16/09/2005	1200	14.1	12.2	79	sv	18	4	8
83513	16/09/2005	1800	25	17.9	46	sv	18	4	0
83513	17/09/2005	0	19.4	14.3	54	sv	18	4	0
83513	17/09/2005	1200	15.5	12.2	65	sv	18	4	0
83513	17/09/2005	1800	25.6	16.5	35	sv	18	6	5
83513	18/09/2005	0	18.2	14.3	63	sv	0	0	0
83513	18/09/2005	1200	17.5	13.8	64	sv	18	2	8
83513	18/09/2005	1800	27.2	17.8	36	sv	18	4	5
83513	19/09/2005	0	20	16.5	68	sv	0	0	0
83513	19/09/2005	1200	19	15.3	65	sv	18	1	7
83513	19/09/2005	1800	28.8	19.5	38	sv	18	2	0
83513	20/09/2005	0	20	17.3	75	sv	0	0	0
83513	20/09/2005	1200	20.6	15.5	56	sv	18	1	0
83513	20/09/2005	1800	33.6	24.1	43	sv	0	0	0
83513	21/09/2005	0	24.6	20.9	70	sv	0	0	0
83513	21/09/2005	1200	22	18.9	73	sv	36	2	0
83513	21/09/2005	1800	36.1	24.1	33	sv	36	4	0
83513	22/09/2005	0	27.6	22.7	64	sv	0	0	0
83513	22/09/2005	1200	25	20.6	66	sv	36	1	0
83513	22/09/2005	1800	36.1	27.7	50	sv	36	4	0
83513	23/09/2005	0	27.2	23.3	71	sv	0	0	0
83513	23/09/2005	1200	26.6	21.7	63	sv	36	6	0
83513	23/09/2005	1800	35	26.1	47	sv	36	10	0
83513	24/09/2005	0	30	24.7	63	sv	36	2	0
83513	24/09/2005	1200	29.6	23.3	57	sv	36	6	0
83513	24/09/2005	1800	36.5	26.5	43	sv	36	14	0
83513	25/09/2005	0	24	23.5	97	sv	27	6	10
83513	25/09/2005	1200	22.8	22.4	97	sv	23	4	10
83513	25/09/2005	1800	21.6	21.1	96	sv	18	6	10
83513	26/09/2005	0	21.4	21.1	97	sv	18	4	10
83513	26/09/2005	1200	21	18.9	81	sv	18	2	7
83513	26/09/2005	1800	26.8	20.9	56	sv	18	4	7
83513	27/09/2005	0	21.8	19.5	80	sv	0	0	0
83513	27/09/2005	1200	21.4	18.9	77	sv	18	2	7
83513	27/09/2005	1800	30	21.9	46	sv	14	2	8
83513	28/09/2005	0	24	22.5	87	sv	0	0	0
83513	28/09/2005	1200	25.2	21.6	70	sv	9	4	8
83513	28/09/2005	1800	32.6	24.7	49	sv	9	2	8
83513	29/09/2005	0	27.8	24.9	77	sv	0	0	0
83513	29/09/2005	1200	27.8	23.5	68	sv	9	4	0
83513	29/09/2005	1800	35.2	26.5	48	sv	36	6	7
83513	30/09/2005	0	29.2	24.7	68	sv	36	10	0
83513	30/09/2005	1200	26.2	23.1	76	sv	36	6	7
83513	30/09/2005	1800	33.8	25.7	50	sv	36	6	9
83513	01/10/2005	0	25	23.3	86	sv	23	6	0
83513	01/10/2005	1200	23.2	22.1	90	sv	9	4	10
83513	01/10/2005	1800	29.2	25.3	72	sv	5	2	7
83513	02/10/2005	0	25.4	24.3	91	sv	0	0	0
83513	02/10/2005	1200	26.6	24.3	82	sv	5	2	7
83513	02/10/2005	1800	34.8	26.3	49	sv	36	4	7
83513	03/10/2005	0	28.6	26.5	84	sv	0	0	0
83513	03/10/2005	1200	29.6	24.7	65	sv	36	4	0
83513	03/10/2005	1800	36.3	26.7	45	sv	36	4	3
83513	04/10/2005	0	29.2	27.3	86	sv	0	0	0
83513	04/10/2005	1200	29.6	25.7	72	sv	36	2	7
83513	04/10/2005	1800	36.9	27.9	48	sv	36	1	0
83513	05/10/2005	0	30	26.1	73	sv	36	4	0
83513	05/10/2005	1200	20.6	19.7	92	sv	23	6	10
83513	05/10/2005	1800	20.4	17.9	77	sv	18	4	10
83513	06/10/2005	0	18.1	16.3	83	sv	18	4	10
83513	06/10/2005	1200	18.8	16.9	82	sv	23	2	7
83513	06/10/2005	1800	27.8	22.7	63	sv	23	2	8
83513	07/10/2005	0	23	20.9	82	sv	0	0	0
83513	07/10/2005	1200	23.8	21.5	81	sv	0	0	9
83513	07/10/2005	1800	34	26.5	54	sv	0	0	6
83513	08/10/2005	0	26.4	24.3	83	sv	23	1	0
83513	08/10/2005	1200	29.8	25.9	72	sv	27	1	8
83513	08/10/2005	1800	36.1	27.3	48	sv	23	6	7
83513	09/10/2005	0	26.8	24.5	82	sv	23	6	0
83513	09/10/2005	1200	23.4	21.3	82	sv	23	6	3
83513	09/10/2005	1800	31.2	25.5	62	sv	23	6	2
83513	10/10/2005	0	26.8	25.3	88	sv	0	0	0
83513	10/10/2005	1200	24.4	23.1	89	sv	18	2	6
83513	10/10/2005	1800	35.4	28.3	57	sv	0	0	4
83513	11/10/2005	0	28.4	25.3	77	sv	0	0	0
83513	11/10/2005	1200	29.4	25.5	72	sv	0	0	0
83513	11/10/2005	1800	35.6	27.7	53	sv	36	2	8
83513	12/10/2005	0	27.2	24.9	82	sv	0	0	0
83513	12/10/2005	1200	28.8	24.7	70	sv	36	4	0
83513	12/10/2005	1800	36	27.9	52	sv	36	2	4
83513	13/10/2005	0	28	26.3	87	sv	0	0	0
83513	13/10/2005	1200	30.8	24.3	57	sv	36	4	0
83513	13/10/2005	1800	34.4	27.3	56	sv	36	4	4
83513	14/10/2005	0	28.2	25.7	82	sv	0	0	0
83513	14/10/2005	1200	27	23.9	76	sv	36	2	6
83513	14/10/2005	1800	32	26.3	62	sv	36	4	8
83513	15/10/2005	0	27	25.1	85	sv	0	0	0
83513	15/10/2005	1200	28	25.3	79	sv	32	6	1
83513	15/10/2005	1800	34.8	27.9	58	sv	32	6	3
83513	16/10/2005	0	28.6	26.5	84	sv	0	0	0
83513	16/10/2005	1200	29	25.3	73	sv	0	0	10
83513	16/10/2005	1800	32.4	26.5	61	sv	0	0	4
83513	17/10/2005	0	28.8	26.5	82	sv	0	0	0
83513	17/10/2005	1200	25.8	24.7	92	sv	23	2	10
83513	17/10/2005	1800	25.2	24.7	96	sv	0	0	7
83513	18/10/2005	0	23.8	22.3	87	sv	23	6	0
83513	18/10/2005	1200	20.4	20.1	97	sv	23	6	10
83513	18/10/2005	1800	23	21.7	89	sv	23	6	10
83513	19/10/2005	0	21.4	21.1	97	sv	23	2	0
83513	19/10/2005	1200	22.2	21.6	94	sv	23	6	10
83513	19/10/2005	1800	28	24.7	75	sv	23	4	9
83513	20/10/2005	0	24	23.1	92	sv	0	0	0
83513	20/10/2005	1200	26	23.9	83	sv	14	2	7
83513	20/10/2005	1800	34.6	26.1	49	sv	36	6	9
83513	21/10/2005	0	27.8	25.9	85	sv	0	0	0
83513	21/10/2005	1200	26	24.5	88	sv	0	0	10
83513	21/10/2005	1800	25.8	24.7	92	sv	14	6	10
83513	22/10/2005	0	24.6	24.3	97	sv	0	0	10
83513	22/10/2005	1200	24.6	24.1	96	sv	0	0	10
83513	22/10/2005	1800	33.6	27.8	63	sv	36	4	8
83513	23/10/2005	0	28.6	26.7	86	sv	36	1	0
83513	23/10/2005	1200	26.2	23.1	76	sv	36	4	8
83513	23/10/2005	1800	32.4	26.1	59	sv	32	2	4
83513	24/10/2005	0	27.6	25.7	86	sv	0	0	0
83513	24/10/2005	1200	26.8	24.7	84	sv	36	2	4
83513	24/10/2005	1800	34	26.9	56	sv	36	4	6
83513	25/10/2005	0	28	25.1	78	sv	0	0	0
83513	25/10/2005	1200	29.8	26.1	74	sv	32	6	4
83513	25/10/2005	1800	34.6	27.7	58	sv	36	8	7
83513	26/10/2005	0	28.2	26.3	86	sv	0	0	0
83513	26/10/2005	1200	28.2	24.9	75	sv	36	6	8
83513	26/10/2005	1800	30	26.1	73	sv	27	4	10
83513	27/10/2005	0	26	25.3	94	sv	0	0	7
83513	27/10/2005	1200	26.8	25.9	93	sv	0	0	8
83513	27/10/2005	1800	34.2	27.9	60	sv	36	4	7
83513	28/10/2005	0	28	26.1	86	sv	0	0	0
83513	28/10/2005	1200	29	26.3	80	sv	32	2	7
83513	28/10/2005	1800	36	28.1	53	sv	36	6	6
83513	29/10/2005	0	31	26.9	71	sv	32	2	0
83513	29/10/2005	1200	28.4	25.9	81	sv	23	4	10
83513	29/10/2005	1800	27.6	24.3	75	sv	18	10	10
83513	30/10/2005	0	24	23.9	99	sv	0	0	10
83513	30/10/2005	1200	24.6	23.1	88	sv	0	0	10
83513	30/10/2005	1800	28.6	25.3	75	sv	27	4	10
83513	31/10/2005	0	23.8	23.3	96	sv	32	2	10
83513	31/10/2005	1200	21	17.9	72	sv	18	4	7
83513	31/10/2005	1800	28.4	21.3	51	sv	18	2	4
83513	01/11/2005	0	24.8	20.3	64	sv	18	1	0
83513	01/11/2005	1200	24.8	20.5	66	sv	18	2	4
83513	01/11/2005	1800	31.8	24.5	53	sv	14	1	9
83513	02/11/2005	0	24.6	20.1	65	sv	18	2	0
83513	02/11/2005	1200	25.8	21.9	69	sv	18	2	3
83513	02/11/2005	1800	33.8	25.7	50	sv	36	2	7
83513	03/11/2005	0	27.8	25.3	80	sv	0	0	0
83513	03/11/2005	1200	27.4	23.5	71	sv	36	2	7
83513	03/11/2005	1800	36.1	26.9	46	sv	36	4	8
83513	04/11/2005	0	29.2	26.1	78	sv	36	1	0
83513	04/11/2005	1200	24	22.1	84	sv	0	0	9
83513	04/11/2005	1800	34.6	27.9	59	sv	0	0	8
83513	05/11/2005	0	28.2	24.1	70	sv	9	2	0
83513	05/11/2005	1200	24.2	22.5	86	sv	18	6	10
83513	05/11/2005	1800	30	25.5	68	sv	23	2	10
83513	06/11/2005	0	25.8	23.1	79	sv	0	0	7
83513	06/11/2005	1200	25.8	23.9	85	sv	18	2	6
83513	06/11/2005	1800	35	27.1	53	sv	14	4	7
83513	07/11/2005	0	29.2	25.9	76	sv	0	0	5
83513	07/11/2005	1200	28.4	24.7	73	sv	18	6	8
83513	07/11/2005	1800	33.2	27.1	61	sv	27	6	7
83513	08/11/2005	0	23.2	21.9	88	sv	23	2	0
83513	08/11/2005	1200	24.2	22.1	83	sv	18	4	7
83513	08/11/2005	1800	32.8	26.3	58	sv	23	4	9
83513	09/11/2005	0	27	25.1	85	sv	18	1	8
83513	09/11/2005	1200	28.2	24.5	73	sv	0	0	7
83513	09/11/2005	1800	33.8	25.7	50	sv	5	4	7
83513	10/11/2005	0	25	23.7	90	sv	14	8	10
83513	10/11/2005	1200	23.8	22.3	87	sv	0	0	10
83513	10/11/2005	1800	30.2	25.5	67	sv	32	1	9
83513	11/11/2005	0	26.4	24.7	87	sv	0	0	8
83513	11/11/2005	1200	25	23.3	86	sv	27	2	10
83513	11/11/2005	1800	23.2	22.3	92	sv	18	4	10
83513	12/11/2005	0	23.4	22.1	89	sv	0	0	8
83513	12/11/2005	1200	25.4	23.3	83	sv	23	1	7
83513	12/11/2005	1800	32.4	24.9	52	sv	5	2	8
83513	13/11/2005	0	26.2	24.5	87	sv	0	0	0
83513	13/11/2005	1200	27.8	23.7	69	sv	9	2	8
83513	13/11/2005	1800	33	24.9	50	sv	5	6	7
83513	14/11/2005	0	27.6	25.1	82	sv	0	0	0
83513	14/11/2005	1200	29.6	24.9	66	sv	0	0	4
83513	14/11/2005	1800	35.8	26.3	45	sv	9	1	7
83513	15/11/2005	0	29.2	24.5	67	sv	0	0	7
83513	15/11/2005	1200	25.6	23.9	86	sv	0	0	4
83513	15/11/2005	1800	37.9	28.3	46	sv	36	6	8
83513	16/11/2005	0	28.6	25.1	74	sv	36	4	7
83513	16/11/2005	1200	29.8	25.9	72	sv	36	4	7
83513	16/11/2005	1800	36.3	28.3	52	sv	9	6	8
83513	17/11/2005	0	28	25.5	81	sv	5	2	8
83513	17/11/2005	1200	29.4	25.1	70	sv	36	6	7
83513	17/11/2005	1800	33.2	27.1	61	sv	32	4	9
83513	18/11/2005	0	24.6	23.1	88	sv	9	4	10
83513	18/11/2005	1200	24.8	23.1	86	sv	0	0	10
83513	18/11/2005	1800	33.2	25.5	52	sv	0	0	6
83513	19/11/2005	0	28.6	24.7	71	sv	0	0	7
83513	19/11/2005	1200	26.8	25.5	90	sv	0	0	10
83513	19/11/2005	1800	32.8	27.1	63	sv	32	6	8
83513	20/11/2005	0	24.2	23.7	96	sv	9	2	0
83513	20/11/2005	1200	25.6	25.1	96	sv	0	0	7
83513	20/11/2005	1800	30.2	26.1	72	sv	5	2	7
83513	21/11/2005	0	28	26.5	88	sv	0	0	0
83513	21/11/2005	1200	29.6	26.7	79	sv	0	0	3
83513	21/11/2005	1800	28	26.1	86	sv	5	2	7
83513	22/11/2005	0	28.6	25.1	74	sv	0	0	0
83513	22/11/2005	1200	28.4	25.7	80	sv	36	6	7
83513	22/11/2005	1800	26.8	24.7	84	sv	23	4	8
83513	23/11/2005	0	26.2	24.9	89	sv	14	2	0
83513	23/11/2005	1200	27.4	25.7	87	sv	36	2	6
83513	23/11/2005	1800	33.6	26.1	54	sv	32	2	7
83513	24/11/2005	0	25.6	23.9	86	sv	32	1	6
83513	24/11/2005	1200	27.6	25.3	82	sv	36	2	10
83513	24/11/2005	1800	30	26.7	76	sv	36	1	10
83513	25/11/2005	0	23.8	23.1	94	sv	14	9	10
83513	25/11/2005	1200	22.6	22.5	99	sv	18	1	10
83513	25/11/2005	1800	25.6	23.9	86	sv	18	1	10
83513	26/11/2005	0	24	23.7	98	sv	0	0	5
83513	26/11/2005	1200	25.2	22.9	81	sv	14	1	10
83513	26/11/2005	1800	31.8	25.7	60	sv	14	2	9
83513	27/11/2005	0	26	24.9	91	sv	0	0	0
83513	27/11/2005	1200	28.2	24.7	74	sv	14	2	8
83513	27/11/2005	1800	29.8	25.5	69	sv	32	2	8
83513	28/11/2005	0	25.8	25.4	97	sv	0	0	5
83513	28/11/2005	1200	24.8	24.7	99	sv	0	0	10
83513	28/11/2005	1800	32.6	25.9	57	sv	27	2	8
83513	29/11/2005	0	27	25.7	90	sv	0	0	0
83513	29/11/2005	1200	29.2	26.3	79	sv	36	4	8
83513	29/11/2005	1800	33	27.1	62	sv	36	1	8
83513	30/11/2005	0	28.8	26.7	84	sv	36	1	0
83513	30/11/2005	1200	27.6	26.3	90	sv	36	1	3
83513	30/11/2005	1800	30.8	27.1	74	sv	5	4	9
83513	01/12/2005	0	28.4	25.9	81	sv	36	2	0
83513	01/12/2005	1200	26.4	24.9	88	sv	0	0	10
83513	01/12/2005	1800	31.4	27.1	71	sv	0	0	8
83513	02/12/2005	0	27.4	24.7	79	sv	27	6	9
83513	02/12/2005	1200	25	23.7	90	sv	32	2	8
83513	02/12/2005	1800	30.8	26.1	68	sv	32	1	8
83513	03/12/2005	0	28.2	25.5	80	sv	32	2	8
83513	03/12/2005	1200	27.8	25.9	85	sv	36	2	9
83513	03/12/2005	1800	26.8	25.3	88	sv	36	2	9
83513	04/12/2005	0	25.6	25.1	96	sv	0	0	8
83513	04/12/2005	1200	27.2	25.7	89	sv	36	2	9
83513	04/12/2005	1800	33.2	27.5	63	sv	36	2	9
83513	05/12/2005	0	27.4	25.7	87	sv	36	2	8
83513	05/12/2005	1200	29	25.9	77	sv	36	2	8
83513	05/12/2005	1800	33.8	26.7	56	sv	36	6	7
83513	06/12/2005	0	27.4	24.9	79	sv	36	1	0
83513	06/12/2005	1200	26.2	25.3	92	sv	32	2	10
83513	06/12/2005	1800	21.6	21.4	98	sv	23	2	10
83513	07/12/2005	0	21.8	21.7	99	sv	0	0	0
83513	07/12/2005	1200	24	22.3	85	sv	18	4	9
83513	07/12/2005	1800	28.6	24.3	68	sv	18	2	9
83513	08/12/2005	0	25.2	24.1	91	sv	0	0	0
83513	08/12/2005	1200	26.8	23.5	74	sv	18	2	9
83513	08/12/2005	1800	30.2	25.6	68	sv	0	0	10
83513	09/12/2005	0	26.2	25.3	92	sv	0	0	7
83513	09/12/2005	1200	28.8	26.1	80	sv	14	2	7
83513	09/12/2005	1800	33.8	26.9	57	sv	23	2	8
83513	10/12/2005	0	28.6	26.9	87	sv	0	0	9
83513	10/12/2005	1200	28.8	26.3	81	sv	32	2	8
83513	10/12/2005	1800	34.6	26.7	52	sv	23	2	8
83513	11/12/2005	0	28	26.3	87	sv	0	0	10
83513	11/12/2005	1200	28.6	26.9	87	sv	23	1	7
83513	11/12/2005	1800	34.8	26.9	52	sv	23	4	8
83513	12/12/2005	0	26.8	25.9	93	sv	0	0	8
83513	12/12/2005	1200	29.6	26.1	75	sv	14	2	5
83513	12/12/2005	1800	33.2	26.7	58	sv	14	4	8
83513	13/12/2005	0	27	26.1	93	sv	0	0	8
83513	13/12/2005	1200	27.6	25.1	81	sv	0	0	7
83513	13/12/2005	1800	34	27.7	60	sv	32	2	8
83513	14/12/2005	0	27	25.5	88	sv	0	0	0
83513	14/12/2005	1200	29.6	26.1	75	sv	36	2	4
83513	14/12/2005	1800	34.8	27.1	54	sv	32	2	8
83513	15/12/2005	0	28.2	26.3	86	sv	0	0	0
83513	15/12/2005	1200	28.4	25.7	80	sv	36	2	7
83513	15/12/2005	1800	33.6	26.7	57	sv	36	4	8
83513	16/12/2005	0	26	24.9	91	sv	0	0	7
83513	16/12/2005	1200	26.2	24.7	88	sv	27	2	7
83513	16/12/2005	1800	32.4	26.3	60	sv	36	2	8
83513	17/12/2005	0	27.8	24.9	77	sv	5	6	0
83513	17/12/2005	1200	27.8	25.1	79	sv	32	6	10
83513	17/12/2005	1800	33	26.9	60	sv	0	0	10
83513	18/12/2005	0	23.4	22.7	94	sv	0	0	10
83513	18/12/2005	1200	25.8	24.3	88	sv	0	0	10
83513	18/12/2005	1800	31.6	26.5	65	sv	36	2	8
83513	19/12/2005	0	27	24.9	83	sv	36	2	0
83513	19/12/2005	1200	26.6	24.9	86	sv	36	2	6
83513	19/12/2005	1800	32.6	25.9	57	sv	32	6	6
83513	20/12/2005	0	25	22.5	80	sv	5	4	0
83513	20/12/2005	1200	22	21.7	97	sv	18	2	10
83513	20/12/2005	1800	25.2	23.7	88	sv	0	0	10
83513	21/12/2005	0	24	23.5	96	sv	0	0	0
83513	21/12/2005	1200	24.8	23.9	93	sv	0	0	10
83513	21/12/2005	1800	29.2	25.7	75	sv	23	2	8
83513	22/12/2005	0	27.6	26.3	90	sv	0	0	0
83513	22/12/2005	1200	27.4	24.7	79	sv	9	2	8
83513	22/12/2005	1800	27.2	24.1	77	sv	36	6	10
83513	23/12/2005	0	25	23.9	91	sv	9	2	0
83513	23/12/2005	1200	27	24.1	78	sv	36	4	0
83513	23/12/2005	1800	33.2	26.9	60	sv	27	4	8
83513	24/12/2005	0	27.2	24.7	81	sv	0	0	0
83513	24/12/2005	1200	27.8	25.1	79	sv	36	2	10
83513	24/12/2005	1800	33	27.3	63	sv	5	2	10
83513	25/12/2005	0	24.2	23.1	91	sv	0	0	10
83513	25/12/2005	1200	26.6	25.1	88	sv	0	0	8
83513	25/12/2005	1800	30.4	26.7	74	sv	23	2	10
83513	26/12/2005	0	26	24.5	87	sv	27	2	0
83513	26/12/2005	1200	24.4	24.1	98	sv	23	2	10
83513	26/12/2005	1800	32.6	27.5	66	sv	9	1	8
83513	27/12/2005	0	29.2	26.1	78	sv	0	0	0
83513	27/12/2005	1200	25	23.1	85	sv	5	6	4
83513	27/12/2005	1800	34	27.5	59	sv	36	2	8
83513	28/12/2005	0	29	26.5	81	sv	0	0	0
83513	28/12/2005	1200	28.4	25.7	80	sv	36	2	8
83513	28/12/2005	1800	27	26.1	93	sv	18	1	10
83513	29/12/2005	0	26	23.3	sv	sv	0	0	0
83513	29/12/2005	1200	25.6	23.9	86	sv	0	0	4
83513	29/12/2005	1800	33	26.7	59	sv	36	2	8
83513	30/12/2005	0	25	23.1	85	sv	18	2	0
83513	30/12/2005	1200	27.8	24.3	73	sv	5	6	1
83513	30/12/2005	1800	33.2	25.7	53	sv	5	2	5
83513	31/12/2005	0	29.6	26.7	79	sv	0	0	0
83513	31/12/2005	1200	28	24.7	75	sv	36	6	4
83513	31/12/2005	1800	32.2	26.3	61	sv	5	6	8
83513	01/01/2006	0	29	27.1	86	sv	0	0	0
83513	01/01/2006	1200	25	24.5	96	sv	0	0	10
83513	01/01/2006	1800	25.2	24.7	96	sv	32	2	10
83513	02/01/2006	0	25	24.7	98	sv	0	0	0
83513	02/01/2006	1200	25.4	25.1	98	sv	5	2	10
83513	02/01/2006	1800	31.4	27.3	72	sv	5	2	10
83513	03/01/2006	0	25.2	25.1	99	sv	0	0	0
83513	03/01/2006	1200	26.2	25.7	96	sv	36	2	10
83513	03/01/2006	1800	30	26.7	76	sv	0	0	10
83513	04/01/2006	0	27.2	25.9	90	sv	0	0	10
83513	04/01/2006	1200	24.6	23.9	94	sv	18	2	10
83513	04/01/2006	1800	24	23.3	94	sv	36	2	10
83513	05/01/2006	0	25.6	24.7	93	sv	0	0	8
83513	05/01/2006	1200	23.8	22.7	91	sv	18	1	10
83513	05/01/2006	1800	30	25.7	70	sv	23	2	9
83513	06/01/2006	0	27	25.7	90	sv	36	2	7
83513	06/01/2006	1200	24	23.7	98	sv	5	1	10
83513	06/01/2006	1800	29	26.9	84	sv	9	2	10
83513	07/01/2006	0	27	26.3	94	sv	0	0	4
83513	07/01/2006	1200	26	24.3	87	sv	36	4	10
83513	07/01/2006	1800	32	26.1	61	sv	36	4	8
83513	08/01/2006	0	25.8	25.1	95	sv	0	0	0
83513	08/01/2006	1200	25.8	24.7	92	sv	5	4	10
83513	08/01/2006	1800	29.2	25.9	73	sv	36	2	10
83513	09/01/2006	0	25.8	24.7	92	sv	0	0	10
83513	09/01/2006	1200	24.2	23.1	91	sv	36	4	10
83513	09/01/2006	1800	30.4	25.7	68	sv	36	2	8
83513	10/01/2006	0	26.8	25.1	87	sv	0	0	0
83513	10/01/2006	1200	26.6	24.7	85	sv	36	2	10
83513	10/01/2006	1800	27	25.5	88	sv	9	4	10
83513	11/01/2006	0	23.8	22.9	92	sv	36	4	10
83513	11/01/2006	1200	24.6	23.8	93	sv	5	1	10
83513	11/01/2006	1800	28.8	25.5	74	sv	9	2	10
83513	12/01/2006	0	24.4	22.9	87	sv	5	6	10
83513	12/01/2006	1200	25.6	24.3	89	sv	36	2	10
83513	12/01/2006	1800	29.6	24.3	63	sv	36	8	7
83513	13/01/2006	0	27	24.7	81	sv	0	0	8
83513	13/01/2006	1200	23.4	23.1	97	sv	36	1	10
83513	13/01/2006	1800	27	24.3	79	sv	36	2	10
83513	14/01/2006	0	25	24.7	98	sv	0	0	8
83513	14/01/2006	1200	25.6	23.5	81	sv	0	0	8
83513	14/01/2006	1800	32	26.3	62	sv	5	1	10
83513	15/01/2006	0	27.2	26.1	92	sv	0	0	6
83513	15/01/2006	1200	29.8	26.5	76	sv	9	1	6
83513	15/01/2006	1800	35.4	25.7	44	sv	36	2	8
83513	16/01/2006	0	29	26.3	80	sv	0	0	6
83513	16/01/2006	1200	29.2	27.3	86	sv	0	0	5
83513	16/01/2006	1800	35.6	27.1	50	sv	32	2	8
83513	17/01/2006	0	28	25.7	83	sv	0	0	7
83513	17/01/2006	1200	29	26.9	84	sv	23	1	7
83513	17/01/2006	1800	35	26.5	49	sv	18	2	8
83513	18/01/2006	0	28.2	25.7	82	sv	23	4	9
83513	18/01/2006	1200	24.4	23.3	91	sv	23	6	10
83513	18/01/2006	1800	33.2	24.9	49	sv	23	2	6
83513	19/01/2006	0	29	25.3	73	sv	9	6	9
83513	19/01/2006	1200	24.6	23.7	93	sv	5	1	6
83513	19/01/2006	1800	31.8	25.9	61	sv	32	2	7
83513	20/01/2006	0	27.6	24.9	79	sv	0	0	8
83513	20/01/2006	1200	29	25.1	72	sv	36	1	8
83513	20/01/2006	1800	31.8	26.1	62	sv	9	2	8
83513	21/01/2006	0	27.4	25.1	81	sv	9	1	9
83513	21/01/2006	1200	29.6	27.7	86	sv	14	2	8
83513	21/01/2006	1800	35.2	27.3	53	sv	0	0	8
83513	22/01/2006	0	25.6	24.9	94	sv	0	0	8
83513	22/01/2006	1200	27.2	26.1	92	sv	0	0	8
83513	22/01/2006	1800	34	29.3	70	sv	32	2	7
83513	23/01/2006	0	26	24.7	90	sv	27	1	8
83513	23/01/2006	1200	25	24.5	96	sv	0	0	9
83513	23/01/2006	1800	32.4	27.4	67	sv	27	2	8
83513	24/01/2006	0	28.2	25.7	82	sv	32	1	10
83513	24/01/2006	1200	28.6	27.3	90	sv	32	2	7
83513	24/01/2006	1800	35	27.3	54	sv	36	4	8
83513	25/01/2006	0	29.2	26.9	84	sv	0	0	7
83513	25/01/2006	1200	29.2	26.9	83	sv	0	0	7
83513	25/01/2006	1800	35.4	28.1	56	sv	36	4	7
83513	26/01/2006	0	29	26.3	80	sv	36	1	0
83513	26/01/2006	1200	27.4	26.4	92	sv	0	0	10
83513	26/01/2006	1800	33	27.9	66	sv	36	4	8
