--------------------
BDMEP - INMET
--------------------
Estação           : PONTA PORA - MS (OMM: 83702)
Latitude  (graus) : -22.55
Longitude (graus) : -55.71
Altitude  (metros): 650.00
Estação Operante
Inicio de operação: 24/11/1941
Periodo solicitado dos dados: 30/03/1700 a 12/08/2015
Os dados listados abaixo são os que encontram-se digitados no BDMEP
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;DirecaoVento;VelocidadeVentoMedia;VelocidadeVentoMaximaMedia;EvaporacaoPiche;EvapoBHPotencial;EvapoBHReal;InsolacaoTotal;NebulosidadeMedia;NumDiasPrecipitacao;PrecipitacaoTotal;PressaoNivelMarMedia;PressaoMedia;TempMaximaMedia;TempCompensadaMedia;TempMinimaMedia;UmidadeRelativaMedia;VisibilidadeMedia;
83702;31/12/1966;0000;36;2;5;106.7;;;;4.645161;10;175.4;;933.683871;30.283871;24.144516;19.103226;72.185484;;
83702;31/01/1967;0000;5;1.83871;4;69.1;;;;5.182796;19;339.2;;934.45914;28.83871;23.012903;18.787097;79.201613;;
83702;28/02/1967;0000;36;1.97619;4;49.6;;;;5.904762;15;244.6;;934.9;28.764286;23.341429;19.65;82.1875;;
83702;31/03/1967;0000;0;1.849462;3;66.1;;;;4.311828;12;123.2;;936.783871;28.83871;22.941935;18.8;78.233871;;
83702;30/04/1967;0000;36;1.866667;4;96.5;;;;1.944444;4;38.4;;939.536667;29.173333;21.746667;16.513333;67.416667;;
83702;31/05/1967;0000;0;1.677419;4;133.3;;;;1.88172;1;22.2;;939.604301;28.219355;20.694194;15.354839;62.290323;;
83702;30/06/1967;0000;5;2.077778;4;78.2;;;;5.011111;7;161;;940.234444;21.66;14.916;10.573333;73.35;;
83702;31/07/1967;0000;18;2.086022;4;89;;;;4.849462;11;110;;940.347312;24.025806;17.384516;13.135484;74.459677;;
83702;31/08/1967;0000;0;1.989247;4;142.7;;;;3.236559;2;7.4;;939.241935;28.367742;20.531613;14.729032;63.427419;;
83702;30/09/1967;0000;36;2.4;5;143.6;;;;3.111111;2;0.6;;937.962222;29.646667;22.085333;16.406667;60.141667;;
83702;31/10/1967;0000;18;2.086022;4;151.3;;;;4.236559;9;98.4;;936.760215;31.051613;24.091613;18.787097;62.870968;;
83702;30/11/1967;0000;36;2.122222;4;121.2;;;;3.811111;7;94.6;;934.615556;29.58;23.096;17.92;66.083333;;
83702;31/12/1967;0000;0;1.83871;5;122.5;;;;4.032258;11;103.8;;934.948387;29.735484;23.623226;18.464516;69.572581;;
83702;31/01/1968;0000;5;1.989247;4;91.1;;;;4.602151;12;244.6;;935.583871;29.348387;23.498065;19.019355;74.91129;;
83702;29/02/1968;0000;5;1.977011;5;88.9;;;;3.241379;7;91.6;;935.256322;30;23.77931;18.696552;69.594828;;
83702;31/03/1968;0000;0;1.956989;4;86.4;;;;4.516129;14;122.8;;938.054839;29.625806;23.027097;18.329032;75.774194;;
83702;30/04/1968;0000;0;2.022222;5;100.1;;;;2.377778;4;114.8;;939.046667;25.346667;18.497333;13.273333;67.275;;
83702;31/05/1968;0000;18;1.88172;6;75.4;;;;2.096774;6;119.8;;941.319355;22.851613;15.863226;10.870968;71.548387;;
83702;30/06/1968;0000;9;1.8;4;73.8;;;;3.644444;6;12.2;;941.961111;23.793333;17.130667;12.7;74.508333;;
83702;31/07/1968;0000;9;2.11828;4;113.4;;;;2.333333;3;23.4;;942.116129;24.780645;17.101935;11.709677;65.072581;;
83702;31/08/1968;0000;9;2.086022;4;111.5;;;;3.709677;9;117.6;;940.986022;24.374194;17.371613;12.651613;68.08871;;
83702;30/09/1968;0000;14;1.822222;5;111.1;;;;3.644444;5;75.2;;939.941111;25.22;17.982667;12.453333;66.241667;;
83702;31/10/1968;0000;0;2.16129;5;119.2;;;;4;7;161.6;;936.47957;29.103226;22.353548;17.290323;67.330645;;
